"Year","Month","Volume.Filtered","Taxa","Count","Density","New_Year","New_Month","Year_Start"
1999,4,261.68,"Microstomus.pacificus",2,0.00764292265362275,1999,4,"January"
1999,8,234.11,"Microstomus.pacificus",1,0.0042714963051557,1999,8,"January"
1999,9,245.32,"Microstomus.pacificus",5,0.0203815424751345,1999,9,"January"
2000,4,290.75,"Microstomus.pacificus",14,0.0481513327601032,2000,4,"January"
2000,8,1884.4,"Microstomus.pacificus",1,0.000530672893228614,2000,8,"January"
2002,4,2115.4,"Microstomus.pacificus",3,0.00141817150420724,2002,4,"January"
2002,4,3081.8,"Microstomus.pacificus",5,0.00162242845090532,2002,4,"January"
2002,4,3920.5,"Microstomus.pacificus",3,0.000765208519321515,2002,4,"January"
2002,5,1718.6,"Microstomus.pacificus",1,0.000581868963109508,2002,5,"January"
2002,5,2038.7,"Microstomus.pacificus",4,0.00196203462991122,2002,5,"January"
2002,5,3206.2,"Microstomus.pacificus",24,0.00748549684985341,2002,5,"January"
2002,7,2065.9,"Microstomus.pacificus",2,0.000968101069751682,2002,7,"January"
2002,7,2142.1,"Microstomus.pacificus",4,0.00186732645534756,2002,7,"January"
2002,8,1497,"Microstomus.pacificus",1,0.000668002672010688,2002,8,"January"
2002,9,946.1,"Microstomus.pacificus",1,0.001056970721911,2002,9,"January"
2006,5,284.6998,"Microstomus.pacificus",2,0.00702494346676745,2006,5,"January"
2006,5,464.238,"Microstomus.pacificus",2,0.00430813505141759,2006,5,"January"
2006,5,300.5002,"Microstomus.pacificus",2,0.00665556961359759,2006,5,"January"
2007,3,108.37,"Microstomus.pacificus",1,0.00922764602749838,2007,3,"January"
2007,4,97.39,"Microstomus.pacificus",1,0.0102679946606428,2007,4,"January"
2007,5,161.4140058,"Microstomus.pacificus",1,0.0061952492600862,2007,5,"January"
2007,5,146.0370372,"Microstomus.pacificus",1,0.00684757797866362,2007,5,"January"
2007,5,235.5446446,"Microstomus.pacificus",2,0.0084909593397735,2007,5,"January"
2008,3,62.332289,"Microstomus.pacificus",1,0.0160430495340866,2008,3,"January"
2008,5,235.2815396,"Microstomus.pacificus",2,0.00850045440624106,2008,5,"January"
2008,5,169.3596668,"Microstomus.pacificus",1,0.00590459357233454,2008,5,"January"
2009,9,147.5572696,"Microstomus.pacificus",1,0.00677702970996151,2009,9,"January"
2010,3,64.2,"Microstomus.pacificus",1,0.0155763239875389,2010,3,"January"
2010,3,63.05,"Microstomus.pacificus",1,0.0158604282315623,2010,3,"January"
2010,3,82.9572,"Microstomus.pacificus",1,0.012054408779467,2010,3,"January"
2010,6,140.5544,"Microstomus.pacificus",1,0.00711468299818433,2010,6,"January"
2010,6,136.493,"Microstomus.pacificus",1,0.00732638303795799,2010,6,"January"
2011,6,159.7730508,"Microstomus.pacificus",1,0.00625887779567892,2011,6,"January"
2011,6,103.315608,"Microstomus.pacificus",1,0.00967907966045169,2011,6,"January"
2012,5,102.75725,"Microstomus.pacificus",2,0.0194633468684691,2012,5,"January"
2015,3,44.05,"Microstomus.pacificus",1,0.0227014755959137,2015,3,"January"
2015,4,134.41,"Microstomus.pacificus",1,0.0074399226248047,2015,4,"January"
2016,3,48.59,"Microstomus.pacificus",2,0.0411607326610414,2016,3,"January"
2016,10,44.19,"Microstomus.pacificus",1,0.0226295541977823,2016,10,"January"
2017,4,36.53,"Microstomus.pacificus",1,0.0273747604708459,2017,4,"January"
2017,4,38.26,"Microstomus.pacificus",1,0.0261369576581286,2017,4,"January"
2017,5,45.18,"Microstomus.pacificus",1,0.0221336874723329,2017,5,"January"
2017,5,138.74,"Microstomus.pacificus",1,0.00720772668300418,2017,5,"January"
2023,3,54.2619,"Microstomus.pacificus",1,0.0184291372030836,2023,3,"January"
2023,3,40.8485,"Microstomus.pacificus",1,0.0244807030857926,2023,3,"January"
2023,3,41.6878,"Microstomus.pacificus",1,0.0239878333709143,2023,3,"January"
2023,3,46.8314,"Microstomus.pacificus",1,0.0213531946514518,2023,3,"January"
2023,4,43.1662,"Microstomus.pacificus",1,0.0231662736122244,2023,4,"January"
2023,4,117.8947,"Microstomus.pacificus",1,0.00848214550781333,2023,4,"January"
1998,3,222.33,"Nannobrachium.regale",1,0.00449781855799937,1998,3,"January"
2000,7,1395.5,"Nannobrachium.regale",1,0.000716589036187746,2000,7,"January"
2000,7,1540.1,"Nannobrachium.regale",2,0.00129861697292384,2000,7,"January"
2000,7,1868.9,"Nannobrachium.regale",16,0.0085611857242228,2000,7,"January"
2000,8,1642.9,"Nannobrachium.regale",8,0.00486943818856899,2000,8,"January"
2000,8,1884.4,"Nannobrachium.regale",2,0.00106134578645723,2000,8,"January"
2000,9,1302.5,"Nannobrachium.regale",1,0.000767754318618042,2000,9,"January"
2000,9,1610.5,"Nannobrachium.regale",1,0.000620925178515989,2000,9,"January"
2002,5,2038.7,"Nannobrachium.regale",27,0.0132437337519007,2002,5,"January"
2002,5,3206.2,"Nannobrachium.regale",33,0.0102925581685484,2002,5,"January"
2002,7,2065.9,"Nannobrachium.regale",2,0.000968101069751682,2002,7,"January"
2002,7,2142.1,"Nannobrachium.regale",5,0.00233415806918445,2002,7,"January"
2003,5,66.74,"Nannobrachium.regale",1,0.0149835181300569,2003,5,"January"
2004,5,498.582,"Nannobrachium.regale",1,0.00200568813154105,2004,5,"January"
2004,5,399.465,"Nannobrachium.regale",1,0.00250334822825529,2004,5,"January"
2004,5,356.994,"Nannobrachium.regale",1,0.0028011675266251,2004,5,"January"
2004,6,506.86,"Nannobrachium.regale",2,0.00394586276289311,2004,6,"January"
2004,6,145.02,"Nannobrachium.regale",1,0.00689560060681285,2004,6,"January"
2005,5,471.987,"Nannobrachium.regale",4,0.00847480968755495,2005,5,"January"
2005,5,441.504,"Nannobrachium.regale",2,0.00452997028339494,2005,5,"January"
2005,6,191.2347301,"Nannobrachium.regale",2,0.0104583513619841,2005,6,"January"
2005,8,187.716447,"Nannobrachium.regale",1,0.00532718371768458,2005,8,"January"
2006,5,284.6998,"Nannobrachium.regale",1,0.00351247173338373,2006,5,"January"
2006,5,464.238,"Nannobrachium.regale",8,0.0172325402056704,2006,5,"January"
2006,5,300.5002,"Nannobrachium.regale",3,0.00998335442039639,2006,5,"January"
2007,5,146.0370372,"Nannobrachium.regale",3,0.0205427339359909,2007,5,"January"
2007,5,235.5446446,"Nannobrachium.regale",3,0.0127364390096603,2007,5,"January"
2007,6,173.9323838,"Nannobrachium.regale",3,0.0172480818951439,2007,6,"January"
2007,6,139.7497441,"Nannobrachium.regale",3,0.0214669444965374,2007,6,"January"
2007,6,112.5208667,"Nannobrachium.regale",1,0.0088872404677274,2007,6,"January"
2008,5,235.2815396,"Nannobrachium.regale",3,0.0127506816093616,2008,5,"January"
2008,5,169.3596668,"Nannobrachium.regale",1,0.00590459357233454,2008,5,"January"
2008,6,151.3501059,"Nannobrachium.regale",1,0.00660719722694294,2008,6,"January"
2008,8,112.8714444,"Nannobrachium.regale",1,0.00885963677806891,2008,8,"January"
2008,8,149.3598835,"Nannobrachium.regale",1,0.00669523821635814,2008,8,"January"
2009,6,150.23706,"Nannobrachium.regale",1,0.0066561472914872,2009,6,"January"
2009,6,105.76578,"Nannobrachium.regale",2,0.0189097078469047,2009,6,"January"
2010,4,51.54,"Nannobrachium.regale",1,0.0194024058983314,2010,4,"January"
2010,5,36.5664,"Nannobrachium.regale",1,0.0273475102826639,2010,5,"January"
2010,6,147.0068,"Nannobrachium.regale",2,0.0136048128385898,2010,6,"January"
2010,6,136.306,"Nannobrachium.regale",6,0.04401860519713,2010,6,"January"
2010,6,140.5544,"Nannobrachium.regale",4,0.0284587319927373,2010,6,"January"
2010,6,143.55,"Nannobrachium.regale",1,0.00696621386276559,2010,6,"January"
2010,6,142.9236,"Nannobrachium.regale",1,0.00699674511417289,2010,6,"January"
2010,6,136.493,"Nannobrachium.regale",3,0.021979149113874,2010,6,"January"
2010,8,152.8176,"Nannobrachium.regale",1,0.00654374888756269,2010,8,"January"
2011,6,159.7730508,"Nannobrachium.regale",7,0.0438121445697524,2011,6,"January"
2011,6,103.315608,"Nannobrachium.regale",5,0.0483953983022585,2011,6,"January"
2011,7,152.1955116,"Nannobrachium.regale",3,0.0197114879963385,2011,7,"January"
2012,5,108.2365,"Nannobrachium.regale",2,0.0184780549999307,2012,5,"January"
2012,5,102.75725,"Nannobrachium.regale",1,0.00973167343423457,2012,5,"January"
2012,7,109.8405,"Nannobrachium.regale",2,0.0182082201009646,2012,7,"January"
2015,3,173.44,"Nannobrachium.regale",1,0.00576568265682657,2015,3,"January"
2015,4,138.35,"Nannobrachium.regale",3,0.0216841344416335,2015,4,"January"
2015,4,134.41,"Nannobrachium.regale",4,0.0297596904992188,2015,4,"January"
2015,8,40.54,"Nannobrachium.regale",1,0.0246669955599408,2015,8,"January"
2015,8,52.23,"Nannobrachium.regale",1,0.019146084625694,2015,8,"January"
2015,11,140.69,"Nannobrachium.regale",1,0.00710782571611344,2015,11,"January"
2016,5,41.19,"Nannobrachium.regale",1,0.0242777373148823,2016,5,"January"
2016,5,88.13,"Nannobrachium.regale",1,0.0113468739362306,2016,5,"January"
2016,11,61.79,"Nannobrachium.regale",1,0.0161838485191779,2016,11,"January"
2017,5,143.87,"Nannobrachium.regale",2,0.0139014387989157,2017,5,"January"
2017,5,138.74,"Nannobrachium.regale",5,0.0360386334150209,2017,5,"January"
2018,5,84.62,"Nannobrachium.regale",1,0.0118175372252423,2018,5,"January"
2018,5,78.71,"Nannobrachium.regale",3,0.0381145978909923,2018,5,"January"
2021,5,166.47078,"Nannobrachium.regale",5,0.0300353010900772,2021,5,"January"
2022,8,176.1552,"Nannobrachium.regale",1,0.00567681226554765,2022,8,"January"
2023,4,101.2242,"Nannobrachium.regale",1,0.00987906054085881,2023,4,"January"
2023,5,151.6515,"Nannobrachium.regale",2,0.0131881320000132,2023,5,"January"
2023,5,38.9851,"Nannobrachium.regale",1,0.025650825571821,2023,5,"January"
2023,5,147.9324,"Nannobrachium.regale",1,0.00675984436134342,2023,5,"January"
2023,8,109.4555,"Nannobrachium.regale",1,0.00913613294900667,2023,8,"January"
1999,2,261.51,"Ophiodon.elongatus",7,0.0267676188291079,1998,8,"July"
1999,3,303.96,"Ophiodon.elongatus",5,0.0164495328332675,1998,9,"July"
2000,2,248.44,"Ophiodon.elongatus",2,0.00805023345677025,1999,8,"July"
2000,4,1431,"Ophiodon.elongatus",1,0.000698812019566737,1999,10,"July"
2001,2,78.75,"Ophiodon.elongatus",1,0.0126984126984127,2000,8,"July"
2001,3,66.94,"Ophiodon.elongatus",1,0.0149387511204063,2000,9,"July"
2002,4,581.7,"Ophiodon.elongatus",1,0.00171909919202338,2001,10,"July"
2003,2,61.08,"Ophiodon.elongatus",5,0.0818598559266536,2002,8,"July"
2004,3,69.82,"Ophiodon.elongatus",1,0.0143225436837582,2003,9,"July"
2004,5,300.672,"Ophiodon.elongatus",2,0.00665176670923797,2003,11,"July"
2006,2,84.88,"Ophiodon.elongatus",2,0.0235626767200754,2005,8,"July"
2007,3,50.98,"Ophiodon.elongatus",1,0.0196155355041193,2006,9,"July"
2008,2,81.44,"Ophiodon.elongatus",4,0.0491159135559921,2007,8,"July"
2008,2,100.74,"Ophiodon.elongatus",1,0.00992654357752631,2007,8,"July"
2008,2,96.33,"Ophiodon.elongatus",2,0.0207619640818021,2007,8,"July"
2008,3,89.49,"Ophiodon.elongatus",2,0.0223488657950609,2007,9,"July"
2009,2,36.23,"Ophiodon.elongatus",2,0.0552028705492686,2008,8,"July"
2009,3,55.04,"Ophiodon.elongatus",1,0.0181686046511628,2008,9,"July"
2010,5,47.83,"Ophiodon.elongatus",1,0.0209073803052478,2009,11,"July"
2012,2,47.48112,"Ophiodon.elongatus",2,0.0421220055466257,2011,8,"July"
2013,3,69.94,"Ophiodon.elongatus",2,0.0285959393766085,2012,9,"July"
2013,3,80.64,"Ophiodon.elongatus",1,0.0124007936507937,2012,9,"July"
2016,2,45.43,"Ophiodon.elongatus",1,0.0220118864186661,2015,8,"July"
2017,2,37.68,"Ophiodon.elongatus",6,0.159235668789809,2016,8,"July"
2017,2,119.03,"Ophiodon.elongatus",1,0.00840124338402084,2016,8,"July"
2018,3,70.22,"Ophiodon.elongatus",1,0.0142409569923099,2017,9,"July"
2019,3,64.31,"Ophiodon.elongatus",2,0.0310993624630695,2018,9,"July"
2020,2,40.0925,"Ophiodon.elongatus",2,0.0498846417659163,2019,8,"July"
2020,2,53.75676,"Ophiodon.elongatus",1,0.0186023115976484,2019,8,"July"
2020,4,53.54788,"Ophiodon.elongatus",1,0.0186748756440031,2019,10,"July"
2022,2,53.8935,"Ophiodon.elongatus",1,0.0185551133253546,2021,8,"July"
2023,3,54.2619,"Ophiodon.elongatus",1,0.0184291372030836,2022,9,"July"
1996,12,191.95,"Parophrys.vetulus",17,0.0885647303985413,1996,6,"July"
1996,12,186.13,"Parophrys.vetulus",1,0.00537258905066351,1996,6,"July"
1997,2,235.25,"Parophrys.vetulus",104,0.442082890541977,1996,8,"July"
1997,2,253.48,"Parophrys.vetulus",1,0.00394508442480669,1996,8,"July"
1997,3,222.97,"Parophrys.vetulus",4,0.0179396331345024,1996,9,"July"
1997,3,261.11,"Parophrys.vetulus",5,0.0191490176553943,1996,9,"July"
1997,4,227.5,"Parophrys.vetulus",3,0.0131868131868132,1996,10,"July"
1997,4,157.05,"Parophrys.vetulus",4,0.0254695956701687,1996,10,"July"
1997,10,237.84,"Parophrys.vetulus",3,0.0126135216952573,1997,4,"July"
1997,10,230.08,"Parophrys.vetulus",3,0.013038942976356,1997,4,"July"
1997,11,268.21,"Parophrys.vetulus",13,0.048469482867902,1997,5,"July"
1998,3,177.73,"Parophrys.vetulus",40,0.225060485005345,1997,9,"July"
1998,3,200.35,"Parophrys.vetulus",14,0.0698777140004991,1997,9,"July"
1998,3,145.2,"Parophrys.vetulus",3,0.0206611570247934,1997,9,"July"
1998,3,219.74,"Parophrys.vetulus",20,0.0910166560480568,1997,9,"July"
1998,3,222.33,"Parophrys.vetulus",10,0.0449781855799937,1997,9,"July"
1998,4,275.32,"Parophrys.vetulus",1,0.00363213714949877,1997,10,"July"
1998,9,134.45,"Parophrys.vetulus",1,0.00743770918557084,1998,3,"July"
1998,11,214.16,"Parophrys.vetulus",49,0.228800896525962,1998,5,"July"
1998,12,202.87,"Parophrys.vetulus",24,0.118302361117957,1998,6,"July"
1998,12,226.13,"Parophrys.vetulus",1,0.00442223499756777,1998,6,"July"
1999,2,261.51,"Parophrys.vetulus",4,0.0152957821880616,1998,8,"July"
1999,3,206.39,"Parophrys.vetulus",1,0.00484519598817772,1998,9,"July"
1999,3,303.96,"Parophrys.vetulus",80,0.263192525332281,1998,9,"July"
1999,10,238.04,"Parophrys.vetulus",2,0.00840194925222652,1999,4,"July"
1999,12,262.74,"Parophrys.vetulus",2,0.00761208799573723,1999,6,"July"
1999,12,262.21,"Parophrys.vetulus",128,0.488158346363602,1999,6,"July"
2000,2,301.83,"Parophrys.vetulus",29,0.0960805751582016,1999,8,"July"
2000,2,580.86,"Parophrys.vetulus",1,0.00172158523568502,1999,8,"July"
2000,2,206.7,"Parophrys.vetulus",17,0.0822447992259313,1999,8,"July"
2000,2,296.85,"Parophrys.vetulus",32,0.107798551456965,1999,8,"July"
2000,2,248.44,"Parophrys.vetulus",32,0.128803735308324,1999,8,"July"
2000,3,211.16,"Parophrys.vetulus",3,0.0142072362189809,1999,9,"July"
2000,3,291.17,"Parophrys.vetulus",4,0.0137376790191297,1999,9,"July"
2000,4,290.75,"Parophrys.vetulus",3,0.0103181427343078,1999,10,"July"
2000,4,885.5,"Parophrys.vetulus",1,0.00112930547713156,1999,10,"July"
2000,7,558.4,"Parophrys.vetulus",1,0.00179083094555874,2000,1,"July"
2000,10,54.22,"Parophrys.vetulus",2,0.0368867576540022,2000,4,"July"
2000,10,60.87,"Parophrys.vetulus",5,0.0821422704123542,2000,4,"July"
2000,11,55.63,"Parophrys.vetulus",49,0.880819701599856,2000,5,"July"
2000,12,76.62,"Parophrys.vetulus",5,0.0652571130253198,2000,6,"July"
2001,1,159.79,"Parophrys.vetulus",98,0.613304962763627,2000,7,"July"
2001,1,67.7,"Parophrys.vetulus",130,1.92023633677991,2000,7,"July"
2001,1,73.15,"Parophrys.vetulus",2,0.0273410799726589,2000,7,"July"
2001,2,40.47,"Parophrys.vetulus",20,0.494193229552755,2000,8,"July"
2001,2,78.75,"Parophrys.vetulus",73,0.926984126984127,2000,8,"July"
2001,2,60.74,"Parophrys.vetulus",3,0.0493908462298321,2000,8,"July"
2001,2,52.64,"Parophrys.vetulus",37,0.702887537993921,2000,8,"July"
2001,2,42.21,"Parophrys.vetulus",9,0.213219616204691,2000,8,"July"
2001,3,65.71,"Parophrys.vetulus",5,0.0760919190381981,2000,9,"July"
2001,9,58.91,"Parophrys.vetulus",1,0.0169750466813784,2001,3,"July"
2001,10,42.84,"Parophrys.vetulus",5,0.11671335200747,2001,4,"July"
2001,11,60.65,"Parophrys.vetulus",1,0.0164880461665293,2001,5,"July"
2002,3,44.61,"Parophrys.vetulus",44,0.986325935888814,2001,9,"July"
2002,3,37.48,"Parophrys.vetulus",10,0.266808964781217,2001,9,"July"
2002,3,58.35,"Parophrys.vetulus",7,0.119965724078835,2001,9,"July"
2002,4,581.7,"Parophrys.vetulus",4,0.00687639676809352,2001,10,"July"
2002,4,2115.4,"Parophrys.vetulus",2,0.000945447669471495,2001,10,"July"
2002,4,3081.8,"Parophrys.vetulus",2,0.000648971380362126,2001,10,"July"
2002,4,3920.5,"Parophrys.vetulus",1,0.000255069506440505,2001,10,"July"
2002,9,190.6,"Parophrys.vetulus",1,0.00524658971668416,2002,3,"July"
2002,10,37.25,"Parophrys.vetulus",1,0.0268456375838926,2002,4,"July"
2002,11,35.37,"Parophrys.vetulus",3,0.0848176420695505,2002,5,"July"
2003,2,58.13,"Parophrys.vetulus",7,0.12041974883881,2002,8,"July"
2003,2,54.99,"Parophrys.vetulus",1,0.0181851245681033,2002,8,"July"
2004,1,58.49,"Parophrys.vetulus",6,0.102581637886818,2003,7,"July"
2004,1,53.49,"Parophrys.vetulus",132,2.46775098149187,2003,7,"July"
2004,1,71.78,"Parophrys.vetulus",113,1.57425466703817,2003,7,"July"
2004,2,56.6,"Parophrys.vetulus",26,0.459363957597173,2003,8,"July"
2004,3,59.33,"Parophrys.vetulus",1,0.0168548794876117,2003,9,"July"
2004,5,498.582,"Parophrys.vetulus",1,0.00200568813154105,2003,11,"July"
2004,5,300.672,"Parophrys.vetulus",4,0.0133035334184759,2003,11,"July"
2004,11,84.98,"Parophrys.vetulus",1,0.0117674746999294,2004,5,"July"
2005,1,48.03,"Parophrys.vetulus",40,0.83281282531751,2004,7,"July"
2005,3,49.98,"Parophrys.vetulus",9,0.180072028811525,2004,9,"July"
2005,3,55.38,"Parophrys.vetulus",3,0.0541711809317443,2004,9,"July"
2006,2,72.88,"Parophrys.vetulus",126,1.72886937431394,2005,8,"July"
2006,5,357.28,"Parophrys.vetulus",1,0.00279892521271832,2005,11,"July"
2007,3,108.37,"Parophrys.vetulus",17,0.156869982467473,2006,9,"July"
2007,3,50.98,"Parophrys.vetulus",8,0.156924284032954,2006,9,"July"
2007,3,88.06,"Parophrys.vetulus",1,0.0113558937088349,2006,9,"July"
2007,3,107.73,"Parophrys.vetulus",3,0.0278473962684489,2006,9,"July"
2007,3,80.95,"Parophrys.vetulus",1,0.0123533045089561,2006,9,"July"
2007,3,73.28,"Parophrys.vetulus",5,0.0682314410480349,2006,9,"July"
2008,3,89.49,"Parophrys.vetulus",25,0.279360822438261,2007,9,"July"
2008,3,72.33,"Parophrys.vetulus",10,0.138255219134522,2007,9,"July"
2009,1,49.71,"Parophrys.vetulus",2,0.0402333534500101,2008,7,"July"
2009,1,37.89,"Parophrys.vetulus",123,3.24623911322249,2008,7,"July"
2009,1,31.74,"Parophrys.vetulus",1,0.0315059861373661,2008,7,"July"
2009,1,35.81,"Parophrys.vetulus",74,2.06646188215582,2008,7,"July"
2009,1,42.77,"Parophrys.vetulus",2,0.0467617488894085,2008,7,"July"
2009,2,35.83,"Parophrys.vetulus",8,0.223276583868267,2008,8,"July"
2009,2,36.23,"Parophrys.vetulus",135,3.72619376207563,2008,8,"July"
2009,2,37.58,"Parophrys.vetulus",17,0.452368281000532,2008,8,"July"
2009,2,38.5,"Parophrys.vetulus",5,0.12987012987013,2008,8,"July"
2009,2,37.94,"Parophrys.vetulus",1,0.0263574064312072,2008,8,"July"
2009,2,41.21,"Parophrys.vetulus",6,0.145595729191944,2008,8,"July"
2009,3,41.95,"Parophrys.vetulus",1,0.0238379022646007,2008,9,"July"
2009,3,52.63,"Parophrys.vetulus",16,0.304009120273608,2008,9,"July"
2009,3,54.73,"Parophrys.vetulus",1,0.0182715147085693,2008,9,"July"
2010,2,34.96,"Parophrys.vetulus",1,0.028604118993135,2009,8,"July"
2010,2,39.24,"Parophrys.vetulus",105,2.67584097859327,2009,8,"July"
2010,2,46.91,"Parophrys.vetulus",1,0.0213174163291409,2009,8,"July"
2010,2,36.22,"Parophrys.vetulus",5,0.138045278851463,2009,8,"July"
2010,2,35.93,"Parophrys.vetulus",33,0.918452546618425,2009,8,"July"
2010,2,35.43,"Parophrys.vetulus",28,0.79029071408411,2009,8,"July"
2010,2,37.28,"Parophrys.vetulus",6,0.160944206008584,2009,8,"July"
2010,2,36.84,"Parophrys.vetulus",11,0.298588490770901,2009,8,"July"
2010,3,52.99,"Parophrys.vetulus",5,0.0943574259294206,2009,9,"July"
2010,3,51.61,"Parophrys.vetulus",24,0.465026157721372,2009,9,"July"
2010,3,53.28,"Parophrys.vetulus",14,0.262762762762763,2009,9,"July"
2010,4,42.93,"Parophrys.vetulus",1,0.0232937339855579,2009,10,"July"
2010,4,51.54,"Parophrys.vetulus",1,0.0194024058983314,2009,10,"July"
2011,1,35.8332,"Parophrys.vetulus",15,0.418606208767288,2010,7,"July"
2011,1,41.8392,"Parophrys.vetulus",9,0.21510927551196,2010,7,"July"
2011,1,38.4072,"Parophrys.vetulus",13,0.338478202003791,2010,7,"July"
2011,1,34.593,"Parophrys.vetulus",23,0.664874396554216,2010,7,"July"
2011,1,44.4366,"Parophrys.vetulus",199,4.47829041825882,2010,7,"July"
2011,2,45.24,"Parophrys.vetulus",68,1.50309460654288,2010,8,"July"
2011,2,40.3884,"Parophrys.vetulus",46,1.1389408840162,2010,8,"July"
2012,1,55.55382,"Parophrys.vetulus",4,0.0720022493502697,2011,7,"July"
2012,2,59.07,"Parophrys.vetulus",3,0.0507872016251905,2011,8,"July"
2012,2,48.69392,"Parophrys.vetulus",13,0.266973782353115,2011,8,"July"
2012,2,36.4725,"Parophrys.vetulus",3,0.0822537528274728,2011,8,"July"
2012,2,47.48112,"Parophrys.vetulus",20,0.421220055466257,2011,8,"July"
2012,3,48.59,"Parophrys.vetulus",8,0.164642930644165,2011,9,"July"
2012,12,39.61308,"Parophrys.vetulus",23,0.580616301484257,2012,6,"July"
2012,12,83.4558,"Parophrys.vetulus",29,0.347489329681101,2012,6,"July"
2013,1,41.4626,"Parophrys.vetulus",91,2.1947490027157,2012,7,"July"
2013,1,60.71,"Parophrys.vetulus",5,0.0823587547356284,2012,7,"July"
2013,2,37.03588,"Parophrys.vetulus",24,0.648020244152427,2012,8,"July"
2013,2,38.91572,"Parophrys.vetulus",4,0.10278622623454,2012,8,"July"
2013,3,69.94,"Parophrys.vetulus",4,0.057191878753217,2012,9,"July"
2013,3,49.73238,"Parophrys.vetulus",1,0.0201076240469489,2012,9,"July"
2013,3,68.88,"Parophrys.vetulus",1,0.0145180023228804,2012,9,"July"
2013,3,70.95,"Parophrys.vetulus",1,0.0140944326990839,2012,9,"July"
2013,3,59.4,"Parophrys.vetulus",2,0.0336700336700337,2012,9,"July"
2013,4,35.08024,"Parophrys.vetulus",26,0.741157985236133,2012,10,"July"
2013,4,47.96,"Parophrys.vetulus",1,0.0208507089241034,2012,10,"July"
2013,4,44.96456,"Parophrys.vetulus",2,0.0444794745016964,2012,10,"July"
2013,4,53.4,"Parophrys.vetulus",11,0.205992509363296,2012,10,"July"
2013,5,57.38,"Parophrys.vetulus",2,0.0348553502962705,2012,11,"July"
2013,10,35.44,"Parophrys.vetulus",1,0.0282167042889391,2013,4,"July"
2013,10,29.51,"Parophrys.vetulus",2,0.0677736360555744,2013,4,"July"
2013,11,32.33628,"Parophrys.vetulus",8,0.247400133843472,2013,5,"July"
2013,11,48.54,"Parophrys.vetulus",15,0.30902348578492,2013,5,"July"
2013,12,38.32448,"Parophrys.vetulus",21,0.547952640192378,2013,6,"July"
2013,12,51.42,"Parophrys.vetulus",17,0.330610657331778,2013,6,"July"
2013,12,61.32,"Parophrys.vetulus",5,0.0815394651011089,2013,6,"July"
2014,1,52.3,"Parophrys.vetulus",2,0.0382409177820268,2013,7,"July"
2014,2,44.78,"Parophrys.vetulus",5,0.111656989727557,2013,8,"July"
2014,10,35.36,"Parophrys.vetulus",1,0.0282805429864253,2014,4,"July"
2014,10,49.14,"Parophrys.vetulus",4,0.0814000814000814,2014,4,"July"
2014,10,47.04,"Parophrys.vetulus",2,0.0425170068027211,2014,4,"July"
2014,11,60.38,"Parophrys.vetulus",1,0.0165617754223253,2014,5,"July"
2015,1,43.49,"Parophrys.vetulus",1,0.0229937916762474,2014,7,"July"
2015,1,53.55,"Parophrys.vetulus",4,0.0746965452847806,2014,7,"July"
2015,1,59.07,"Parophrys.vetulus",3,0.0507872016251905,2014,7,"July"
2015,1,49.49,"Parophrys.vetulus",1,0.0202061022428773,2014,7,"July"
2015,1,37.75,"Parophrys.vetulus",3,0.0794701986754967,2014,7,"July"
2015,1,40.05,"Parophrys.vetulus",2,0.0499375780274657,2014,7,"July"
2015,1,37.9,"Parophrys.vetulus",1,0.0263852242744063,2014,7,"July"
2015,1,44.66,"Parophrys.vetulus",1,0.0223914017017465,2014,7,"July"
2015,2,43.04,"Parophrys.vetulus",43,0.99907063197026,2014,8,"July"
2015,2,61.21,"Parophrys.vetulus",28,0.457441594510701,2014,8,"July"
2015,2,51.54,"Parophrys.vetulus",57,1.10593713620489,2014,8,"July"
2015,2,39.3,"Parophrys.vetulus",1,0.0254452926208651,2014,8,"July"
2015,2,49.51,"Parophrys.vetulus",13,0.262573217531812,2014,8,"July"
2015,2,51.89,"Parophrys.vetulus",8,0.154172287531316,2014,8,"July"
2015,2,65.21,"Parophrys.vetulus",1,0.0153350713080816,2014,8,"July"
2015,3,173.44,"Parophrys.vetulus",4,0.0230627306273063,2014,9,"July"
2015,3,34.9,"Parophrys.vetulus",5,0.143266475644699,2014,9,"July"
2015,3,45.88,"Parophrys.vetulus",8,0.1743679163034,2014,9,"July"
2015,3,63.73,"Parophrys.vetulus",3,0.0470735917150479,2014,9,"July"
2015,3,33.43,"Parophrys.vetulus",2,0.0598265031408914,2014,9,"July"
2015,3,135.62,"Parophrys.vetulus",5,0.0368677186255714,2014,9,"July"
2015,3,38.61,"Parophrys.vetulus",1,0.0259000259000259,2014,9,"July"
2015,3,43.69,"Parophrys.vetulus",1,0.0228885328450446,2014,9,"July"
2015,3,44.06,"Parophrys.vetulus",5,0.113481615978212,2014,9,"July"
2015,3,44.05,"Parophrys.vetulus",4,0.0908059023836549,2014,9,"July"
2015,4,16.65,"Parophrys.vetulus",1,0.0600600600600601,2014,10,"July"
2015,9,29.02,"Parophrys.vetulus",1,0.0344589937973811,2015,3,"July"
2015,9,26.56,"Parophrys.vetulus",1,0.0376506024096386,2015,3,"July"
2015,10,38.45,"Parophrys.vetulus",2,0.0520156046814044,2015,4,"July"
2015,11,48.89,"Parophrys.vetulus",1,0.0204540805890775,2015,5,"July"
