"scientific_name","Decade","New_Month","Avg_Abundance","Old_Year","New_Year","Old_Month"
"Microstomus pacificus","1955",1,0,1958,1958,1
"Microstomus pacificus","1955",1,0,1959,1959,1
"Microstomus pacificus","1955",2,0,1951,1951,2
"Microstomus pacificus","1955",2,0,1952,1952,2
"Microstomus pacificus","1955",2,0,1953,1953,2
"Microstomus pacificus","1955",2,0,1954,1954,2
"Microstomus pacificus","1955",2,0,1955,1955,2
"Microstomus pacificus","1955",2,0,1956,1956,2
"Microstomus pacificus","1955",2,0,1957,1957,2
"Microstomus pacificus","1955",2,0,1958,1958,2
"Microstomus pacificus","1955",2,0,1959,1959,2
"Microstomus pacificus","1955",3,0,1951,1951,3
"Microstomus pacificus","1955",3,0,1952,1952,3
"Microstomus pacificus","1955",3,0,1953,1953,3
"Microstomus pacificus","1955",3,0,1954,1954,3
"Microstomus pacificus","1955",3,0,1955,1955,3
"Microstomus pacificus","1955",3,0,1956,1956,3
"Microstomus pacificus","1955",3,0,1957,1957,3
"Microstomus pacificus","1955",3,0,1958,1958,3
"Microstomus pacificus","1955",3,0,1959,1959,3
"Microstomus pacificus","1955",4,8.50555555555556,1951,1951,4
"Microstomus pacificus","1955",4,8.50555555555556,1952,1952,4
"Microstomus pacificus","1955",4,8.50555555555556,1953,1953,4
"Microstomus pacificus","1955",4,8.50555555555556,1954,1954,4
"Microstomus pacificus","1955",4,8.50555555555556,1955,1955,4
"Microstomus pacificus","1955",4,8.50555555555556,1956,1956,4
"Microstomus pacificus","1955",4,8.50555555555556,1957,1957,4
"Microstomus pacificus","1955",4,8.50555555555556,1958,1958,4
"Microstomus pacificus","1955",4,8.50555555555556,1959,1959,4
"Microstomus pacificus","1955",5,0,1951,1951,5
"Microstomus pacificus","1955",5,0,1952,1952,5
"Microstomus pacificus","1955",5,0,1953,1953,5
"Microstomus pacificus","1955",5,0,1954,1954,5
"Microstomus pacificus","1955",5,0,1955,1955,5
"Microstomus pacificus","1955",5,0,1956,1956,5
"Microstomus pacificus","1955",5,0,1957,1957,5
"Microstomus pacificus","1955",5,0,1958,1958,5
"Microstomus pacificus","1955",5,0,1959,1959,5
"Microstomus pacificus","1955",6,4.05555555555556,1951,1951,6
"Microstomus pacificus","1955",6,4.05555555555556,1952,1952,6
"Microstomus pacificus","1955",6,4.05555555555556,1953,1953,6
"Microstomus pacificus","1955",6,4.05555555555556,1954,1954,6
"Microstomus pacificus","1955",6,4.05555555555556,1955,1955,6
"Microstomus pacificus","1955",6,4.05555555555556,1956,1956,6
"Microstomus pacificus","1955",6,4.05555555555556,1957,1957,6
"Microstomus pacificus","1955",6,4.05555555555556,1958,1958,6
"Microstomus pacificus","1955",6,4.05555555555556,1959,1959,6
"Microstomus pacificus","1955",7,3.43444444444444,1951,1951,7
"Microstomus pacificus","1955",7,3.43444444444444,1952,1952,7
"Microstomus pacificus","1955",7,3.43444444444444,1953,1953,7
"Microstomus pacificus","1955",7,3.43444444444444,1954,1954,7
"Microstomus pacificus","1955",7,3.43444444444444,1955,1955,7
"Microstomus pacificus","1955",7,3.43444444444444,1956,1956,7
"Microstomus pacificus","1955",7,3.43444444444444,1957,1957,7
"Microstomus pacificus","1955",7,3.43444444444444,1958,1958,7
"Microstomus pacificus","1955",7,3.43444444444444,1959,1959,7
"Microstomus pacificus","1955",8,0,1951,1951,8
"Microstomus pacificus","1955",8,0,1952,1952,8
"Microstomus pacificus","1955",8,0,1953,1953,8
"Microstomus pacificus","1955",8,0,1954,1954,8
"Microstomus pacificus","1955",8,0,1955,1955,8
"Microstomus pacificus","1955",8,0,1956,1956,8
"Microstomus pacificus","1955",8,0,1957,1957,8
"Microstomus pacificus","1955",8,0,1958,1958,8
"Microstomus pacificus","1955",8,0,1959,1959,8
"Microstomus pacificus","1955",9,0,1951,1951,9
"Microstomus pacificus","1955",9,0,1952,1952,9
"Microstomus pacificus","1955",9,0,1953,1953,9
"Microstomus pacificus","1955",9,0,1954,1954,9
"Microstomus pacificus","1955",9,0,1955,1955,9
"Microstomus pacificus","1955",9,0,1956,1956,9
"Microstomus pacificus","1955",9,0,1957,1957,9
"Microstomus pacificus","1955",9,0,1958,1958,9
"Microstomus pacificus","1955",9,0,1959,1959,9
"Microstomus pacificus","1955",10,0,1951,1951,10
"Microstomus pacificus","1955",10,0,1952,1952,10
"Microstomus pacificus","1955",10,0,1953,1953,10
"Microstomus pacificus","1955",10,0,1954,1954,10
"Microstomus pacificus","1955",10,0,1955,1955,10
"Microstomus pacificus","1955",10,0,1956,1956,10
"Microstomus pacificus","1955",10,0,1957,1957,10
"Microstomus pacificus","1955",10,0,1958,1958,10
"Microstomus pacificus","1955",10,0,1959,1959,10
"Microstomus pacificus","1955",11,0,1951,1951,11
"Microstomus pacificus","1955",11,0,1952,1952,11
"Microstomus pacificus","1955",11,0,1953,1953,11
"Microstomus pacificus","1955",11,0,1954,1954,11
"Microstomus pacificus","1955",11,0,1955,1955,11
"Microstomus pacificus","1955",11,0,1956,1956,11
"Microstomus pacificus","1955",11,0,1957,1957,11
"Microstomus pacificus","1955",11,0,1958,1958,11
"Microstomus pacificus","1955",11,0,1959,1959,11
"Microstomus pacificus","1955",12,0,1951,1951,12
"Microstomus pacificus","1955",12,0,1952,1952,12
"Microstomus pacificus","1955",12,0,1953,1953,12
"Microstomus pacificus","1955",12,0,1954,1954,12
"Microstomus pacificus","1955",12,0,1955,1955,12
"Microstomus pacificus","1955",12,0,1956,1956,12
"Microstomus pacificus","1955",12,0,1957,1957,12
"Microstomus pacificus","1955",12,0,1958,1958,12
"Microstomus pacificus","1955",12,0,1959,1959,12
"Microstomus pacificus","1965",1,0.336,1960,1960,1
"Microstomus pacificus","1965",1,0.336,1961,1961,1
"Microstomus pacificus","1965",1,0.336,1962,1962,1
"Microstomus pacificus","1965",1,0.336,1963,1963,1
"Microstomus pacificus","1965",1,0.336,1964,1964,1
"Microstomus pacificus","1965",1,0.336,1965,1965,1
"Microstomus pacificus","1965",1,0.336,1966,1966,1
"Microstomus pacificus","1965",1,0.336,1967,1967,1
"Microstomus pacificus","1965",1,0.336,1968,1968,1
"Microstomus pacificus","1965",1,0.336,1969,1969,1
"Microstomus pacificus","1965",2,0.249,1960,1960,2
"Microstomus pacificus","1965",2,0.249,1961,1961,2
"Microstomus pacificus","1965",2,0.249,1962,1962,2
"Microstomus pacificus","1965",2,0.249,1963,1963,2
"Microstomus pacificus","1965",2,0.249,1964,1964,2
"Microstomus pacificus","1965",2,0.249,1965,1965,2
"Microstomus pacificus","1965",2,0.249,1966,1966,2
"Microstomus pacificus","1965",2,0.249,1967,1967,2
"Microstomus pacificus","1965",2,0.249,1968,1968,2
"Microstomus pacificus","1965",2,0.249,1969,1969,2
"Microstomus pacificus","1965",3,0,1960,1960,3
"Microstomus pacificus","1965",3,0,1961,1961,3
"Microstomus pacificus","1965",3,0,1962,1962,3
"Microstomus pacificus","1965",3,0,1963,1963,3
"Microstomus pacificus","1965",3,0,1964,1964,3
"Microstomus pacificus","1965",3,0,1965,1965,3
"Microstomus pacificus","1965",3,0,1966,1966,3
"Microstomus pacificus","1965",3,0,1967,1967,3
"Microstomus pacificus","1965",3,0,1968,1968,3
"Microstomus pacificus","1965",3,0,1969,1969,3
"Microstomus pacificus","1965",4,3.603,1960,1960,4
"Microstomus pacificus","1965",4,3.603,1961,1961,4
"Microstomus pacificus","1965",4,3.603,1962,1962,4
"Microstomus pacificus","1965",4,3.603,1963,1963,4
"Microstomus pacificus","1965",4,3.603,1964,1964,4
"Microstomus pacificus","1965",4,3.603,1965,1965,4
"Microstomus pacificus","1965",4,3.603,1966,1966,4
"Microstomus pacificus","1965",4,3.603,1967,1967,4
"Microstomus pacificus","1965",4,3.603,1968,1968,4
"Microstomus pacificus","1965",4,3.603,1969,1969,4
"Microstomus pacificus","1965",5,0,1960,1960,5
"Microstomus pacificus","1965",5,0,1961,1961,5
"Microstomus pacificus","1965",5,0,1962,1962,5
"Microstomus pacificus","1965",5,0,1963,1963,5
"Microstomus pacificus","1965",5,0,1964,1964,5
"Microstomus pacificus","1965",5,0,1965,1965,5
"Microstomus pacificus","1965",5,0,1966,1966,5
"Microstomus pacificus","1965",5,0,1967,1967,5
"Microstomus pacificus","1965",5,0,1968,1968,5
"Microstomus pacificus","1965",5,0,1969,1969,5
"Microstomus pacificus","1965",6,8.172,1960,1960,6
"Microstomus pacificus","1965",6,8.172,1961,1961,6
"Microstomus pacificus","1965",6,8.172,1962,1962,6
"Microstomus pacificus","1965",6,8.172,1963,1963,6
"Microstomus pacificus","1965",6,8.172,1964,1964,6
"Microstomus pacificus","1965",6,8.172,1965,1965,6
"Microstomus pacificus","1965",6,8.172,1966,1966,6
"Microstomus pacificus","1965",6,8.172,1967,1967,6
"Microstomus pacificus","1965",6,8.172,1968,1968,6
"Microstomus pacificus","1965",6,8.172,1969,1969,6
"Microstomus pacificus","1965",7,4.261,1960,1960,7
"Microstomus pacificus","1965",7,4.261,1961,1961,7
"Microstomus pacificus","1965",7,4.261,1962,1962,7
"Microstomus pacificus","1965",7,4.261,1963,1963,7
"Microstomus pacificus","1965",7,4.261,1964,1964,7
"Microstomus pacificus","1965",7,4.261,1965,1965,7
"Microstomus pacificus","1965",7,4.261,1966,1966,7
"Microstomus pacificus","1965",7,4.261,1967,1967,7
"Microstomus pacificus","1965",7,4.261,1968,1968,7
"Microstomus pacificus","1965",7,4.261,1969,1969,7
"Microstomus pacificus","1965",8,0,1960,1960,8
"Microstomus pacificus","1965",8,0,1961,1961,8
"Microstomus pacificus","1965",8,0,1962,1962,8
"Microstomus pacificus","1965",8,0,1963,1963,8
"Microstomus pacificus","1965",8,0,1964,1964,8
"Microstomus pacificus","1965",8,0,1965,1965,8
"Microstomus pacificus","1965",8,0,1966,1966,8
"Microstomus pacificus","1965",8,0,1967,1967,8
"Microstomus pacificus","1965",8,0,1968,1968,8
"Microstomus pacificus","1965",8,0,1969,1969,8
"Microstomus pacificus","1965",9,0,1960,1960,9
"Microstomus pacificus","1965",9,0,1961,1961,9
"Microstomus pacificus","1965",9,0,1962,1962,9
"Microstomus pacificus","1965",9,0,1963,1963,9
"Microstomus pacificus","1965",9,0,1964,1964,9
"Microstomus pacificus","1965",9,0,1965,1965,9
"Microstomus pacificus","1965",9,0,1966,1966,9
"Microstomus pacificus","1965",9,0,1967,1967,9
"Microstomus pacificus","1965",9,0,1968,1968,9
"Microstomus pacificus","1965",9,0,1969,1969,9
"Microstomus pacificus","1965",10,0.374,1960,1960,10
"Microstomus pacificus","1965",10,0.374,1961,1961,10
"Microstomus pacificus","1965",10,0.374,1962,1962,10
"Microstomus pacificus","1965",10,0.374,1963,1963,10
"Microstomus pacificus","1965",10,0.374,1964,1964,10
"Microstomus pacificus","1965",10,0.374,1965,1965,10
"Microstomus pacificus","1965",10,0.374,1966,1966,10
"Microstomus pacificus","1965",10,0.374,1967,1967,10
"Microstomus pacificus","1965",10,0.374,1968,1968,10
"Microstomus pacificus","1965",10,0.374,1969,1969,10
"Microstomus pacificus","1965",11,0,1960,1960,11
"Microstomus pacificus","1965",11,0,1961,1961,11
"Microstomus pacificus","1965",11,0,1962,1962,11
"Microstomus pacificus","1965",11,0,1963,1963,11
"Microstomus pacificus","1965",11,0,1964,1964,11
"Microstomus pacificus","1965",11,0,1965,1965,11
"Microstomus pacificus","1965",11,0,1966,1966,11
"Microstomus pacificus","1965",11,0,1967,1967,11
"Microstomus pacificus","1965",11,0,1968,1968,11
"Microstomus pacificus","1965",11,0,1969,1969,11
"Microstomus pacificus","1965",12,0,1960,1960,12
"Microstomus pacificus","1965",12,0,1961,1961,12
"Microstomus pacificus","1965",12,0,1962,1962,12
"Microstomus pacificus","1965",12,0,1963,1963,12
"Microstomus pacificus","1965",12,0,1964,1964,12
"Microstomus pacificus","1965",12,0,1965,1965,12
"Microstomus pacificus","1965",12,0,1966,1966,12
"Microstomus pacificus","1965",12,0,1967,1967,12
"Microstomus pacificus","1965",12,0,1968,1968,12
"Microstomus pacificus","1965",12,0,1969,1969,12
"Microstomus pacificus","1975",1,0,1972,1972,1
"Microstomus pacificus","1975",1,0,1975,1975,1
"Microstomus pacificus","1975",1,0,1978,1978,1
"Microstomus pacificus","1975",2,0,1972,1972,2
"Microstomus pacificus","1975",2,0,1975,1975,2
"Microstomus pacificus","1975",2,0,1978,1978,2
"Microstomus pacificus","1975",3,0,1972,1972,3
"Microstomus pacificus","1975",3,0,1975,1975,3
"Microstomus pacificus","1975",3,0,1978,1978,3
"Microstomus pacificus","1975",4,0,1972,1972,4
"Microstomus pacificus","1975",4,0,1975,1975,4
"Microstomus pacificus","1975",4,0,1978,1978,4
"Microstomus pacificus","1975",5,15.6133333333333,1972,1972,5
"Microstomus pacificus","1975",5,15.6133333333333,1975,1975,5
"Microstomus pacificus","1975",5,15.6133333333333,1978,1978,5
"Microstomus pacificus","1975",6,0,1972,1972,6
"Microstomus pacificus","1975",6,0,1975,1975,6
"Microstomus pacificus","1975",6,0,1978,1978,6
"Microstomus pacificus","1975",7,10.187,1972,1972,7
"Microstomus pacificus","1975",7,10.187,1975,1975,7
"Microstomus pacificus","1975",7,10.187,1978,1978,7
"Microstomus pacificus","1975",8,0,1972,1972,8
"Microstomus pacificus","1975",8,0,1975,1975,8
"Microstomus pacificus","1975",8,0,1978,1978,8
"Microstomus pacificus","1975",9,0,1972,1972,9
"Microstomus pacificus","1975",9,0,1975,1975,9
"Microstomus pacificus","1975",9,0,1978,1978,9
"Microstomus pacificus","1975",10,0,1972,1972,10
"Microstomus pacificus","1975",10,0,1975,1975,10
"Microstomus pacificus","1975",10,0,1978,1978,10
"Microstomus pacificus","1975",11,0,1972,1972,11
"Microstomus pacificus","1975",11,0,1975,1975,11
"Microstomus pacificus","1975",11,0,1978,1978,11
"Microstomus pacificus","1975",12,0,1972,1972,12
"Microstomus pacificus","1975",12,0,1975,1975,12
"Microstomus pacificus","1975",12,0,1978,1978,12
"Microstomus pacificus","1985",1,0,1981,1981,1
"Microstomus pacificus","1985",1,0,1983,1983,1
"Microstomus pacificus","1985",1,0,1984,1984,1
"Microstomus pacificus","1985",1,0,1985,1985,1
"Microstomus pacificus","1985",1,0,1986,1986,1
"Microstomus pacificus","1985",1,0,1987,1987,1
"Microstomus pacificus","1985",1,0,1988,1988,1
"Microstomus pacificus","1985",1,0,1989,1989,1
"Microstomus pacificus","1985",2,1.787142875,1981,1981,2
"Microstomus pacificus","1985",2,1.787142875,1983,1983,2
"Microstomus pacificus","1985",2,1.787142875,1984,1984,2
"Microstomus pacificus","1985",2,1.787142875,1985,1985,2
"Microstomus pacificus","1985",2,1.787142875,1986,1986,2
"Microstomus pacificus","1985",2,1.787142875,1987,1987,2
"Microstomus pacificus","1985",2,1.787142875,1988,1988,2
"Microstomus pacificus","1985",2,1.787142875,1989,1989,2
"Microstomus pacificus","1985",3,0,1981,1981,3
"Microstomus pacificus","1985",3,0,1983,1983,3
"Microstomus pacificus","1985",3,0,1984,1984,3
"Microstomus pacificus","1985",3,0,1985,1985,3
"Microstomus pacificus","1985",3,0,1986,1986,3
"Microstomus pacificus","1985",3,0,1987,1987,3
"Microstomus pacificus","1985",3,0,1988,1988,3
"Microstomus pacificus","1985",3,0,1989,1989,3
"Microstomus pacificus","1985",4,5.25316175,1981,1981,4
"Microstomus pacificus","1985",4,5.25316175,1983,1983,4
"Microstomus pacificus","1985",4,5.25316175,1984,1984,4
"Microstomus pacificus","1985",4,5.25316175,1985,1985,4
"Microstomus pacificus","1985",4,5.25316175,1986,1986,4
"Microstomus pacificus","1985",4,5.25316175,1987,1987,4
"Microstomus pacificus","1985",4,5.25316175,1988,1988,4
"Microstomus pacificus","1985",4,5.25316175,1989,1989,4
"Microstomus pacificus","1985",5,24.433213625,1981,1981,5
"Microstomus pacificus","1985",5,24.433213625,1983,1983,5
"Microstomus pacificus","1985",5,24.433213625,1984,1984,5
"Microstomus pacificus","1985",5,24.433213625,1985,1985,5
"Microstomus pacificus","1985",5,24.433213625,1986,1986,5
"Microstomus pacificus","1985",5,24.433213625,1987,1987,5
"Microstomus pacificus","1985",5,24.433213625,1988,1988,5
"Microstomus pacificus","1985",5,24.433213625,1989,1989,5
"Microstomus pacificus","1985",6,0,1981,1981,6
"Microstomus pacificus","1985",6,0,1983,1983,6
"Microstomus pacificus","1985",6,0,1984,1984,6
"Microstomus pacificus","1985",6,0,1985,1985,6
"Microstomus pacificus","1985",6,0,1986,1986,6
"Microstomus pacificus","1985",6,0,1987,1987,6
"Microstomus pacificus","1985",6,0,1988,1988,6
"Microstomus pacificus","1985",6,0,1989,1989,6
"Microstomus pacificus","1985",7,6.05250875,1981,1981,7
"Microstomus pacificus","1985",7,6.05250875,1983,1983,7
"Microstomus pacificus","1985",7,6.05250875,1984,1984,7
"Microstomus pacificus","1985",7,6.05250875,1985,1985,7
"Microstomus pacificus","1985",7,6.05250875,1986,1986,7
"Microstomus pacificus","1985",7,6.05250875,1987,1987,7
"Microstomus pacificus","1985",7,6.05250875,1988,1988,7
"Microstomus pacificus","1985",7,6.05250875,1989,1989,7
"Microstomus pacificus","1985",8,0,1981,1981,8
"Microstomus pacificus","1985",8,0,1983,1983,8
"Microstomus pacificus","1985",8,0,1984,1984,8
"Microstomus pacificus","1985",8,0,1985,1985,8
"Microstomus pacificus","1985",8,0,1986,1986,8
"Microstomus pacificus","1985",8,0,1987,1987,8
"Microstomus pacificus","1985",8,0,1988,1988,8
"Microstomus pacificus","1985",8,0,1989,1989,8
"Microstomus pacificus","1985",9,0,1981,1981,9
"Microstomus pacificus","1985",9,0,1983,1983,9
"Microstomus pacificus","1985",9,0,1984,1984,9
"Microstomus pacificus","1985",9,0,1985,1985,9
"Microstomus pacificus","1985",9,0,1986,1986,9
"Microstomus pacificus","1985",9,0,1987,1987,9
"Microstomus pacificus","1985",9,0,1988,1988,9
"Microstomus pacificus","1985",9,0,1989,1989,9
"Microstomus pacificus","1985",10,0,1981,1981,10
"Microstomus pacificus","1985",10,0,1983,1983,10
"Microstomus pacificus","1985",10,0,1984,1984,10
"Microstomus pacificus","1985",10,0,1985,1985,10
"Microstomus pacificus","1985",10,0,1986,1986,10
"Microstomus pacificus","1985",10,0,1987,1987,10
"Microstomus pacificus","1985",10,0,1988,1988,10
"Microstomus pacificus","1985",10,0,1989,1989,10
"Microstomus pacificus","1985",11,0,1981,1981,11
"Microstomus pacificus","1985",11,0,1983,1983,11
"Microstomus pacificus","1985",11,0,1984,1984,11
"Microstomus pacificus","1985",11,0,1985,1985,11
"Microstomus pacificus","1985",11,0,1986,1986,11
"Microstomus pacificus","1985",11,0,1987,1987,11
"Microstomus pacificus","1985",11,0,1988,1988,11
"Microstomus pacificus","1985",11,0,1989,1989,11
"Microstomus pacificus","1985",12,0,1981,1981,12
"Microstomus pacificus","1985",12,0,1983,1983,12
"Microstomus pacificus","1985",12,0,1984,1984,12
"Microstomus pacificus","1985",12,0,1985,1985,12
"Microstomus pacificus","1985",12,0,1986,1986,12
"Microstomus pacificus","1985",12,0,1987,1987,12
"Microstomus pacificus","1985",12,0,1988,1988,12
"Microstomus pacificus","1985",12,0,1989,1989,12
"Microstomus pacificus","1995",1,1.034115,1990,1990,1
"Microstomus pacificus","1995",1,1.034115,1991,1991,1
"Microstomus pacificus","1995",1,1.034115,1992,1992,1
"Microstomus pacificus","1995",1,1.034115,1993,1993,1
"Microstomus pacificus","1995",1,1.034115,1994,1994,1
"Microstomus pacificus","1995",1,1.034115,1995,1995,1
"Microstomus pacificus","1995",1,1.034115,1996,1996,1
"Microstomus pacificus","1995",1,1.034115,1997,1997,1
"Microstomus pacificus","1995",1,1.034115,1998,1998,1
"Microstomus pacificus","1995",1,1.034115,1999,1999,1
"Microstomus pacificus","1995",2,0,1990,1990,2
"Microstomus pacificus","1995",2,0,1991,1991,2
"Microstomus pacificus","1995",2,0,1992,1992,2
"Microstomus pacificus","1995",2,0,1993,1993,2
"Microstomus pacificus","1995",2,0,1994,1994,2
"Microstomus pacificus","1995",2,0,1995,1995,2
"Microstomus pacificus","1995",2,0,1996,1996,2
"Microstomus pacificus","1995",2,0,1997,1997,2
"Microstomus pacificus","1995",2,0,1998,1998,2
"Microstomus pacificus","1995",2,0,1999,1999,2
"Microstomus pacificus","1995",3,3.7494827,1990,1990,3
"Microstomus pacificus","1995",3,3.7494827,1991,1991,3
"Microstomus pacificus","1995",3,3.7494827,1992,1992,3
"Microstomus pacificus","1995",3,3.7494827,1993,1993,3
"Microstomus pacificus","1995",3,3.7494827,1994,1994,3
"Microstomus pacificus","1995",3,3.7494827,1995,1995,3
"Microstomus pacificus","1995",3,3.7494827,1996,1996,3
"Microstomus pacificus","1995",3,3.7494827,1997,1997,3
"Microstomus pacificus","1995",3,3.7494827,1998,1998,3
"Microstomus pacificus","1995",3,3.7494827,1999,1999,3
"Microstomus pacificus","1995",4,7.7770917325,1990,1990,4
"Microstomus pacificus","1995",4,7.7770917325,1991,1991,4
"Microstomus pacificus","1995",4,7.7770917325,1992,1992,4
"Microstomus pacificus","1995",4,7.7770917325,1993,1993,4
"Microstomus pacificus","1995",4,7.7770917325,1994,1994,4
"Microstomus pacificus","1995",4,7.7770917325,1995,1995,4
"Microstomus pacificus","1995",4,7.7770917325,1996,1996,4
"Microstomus pacificus","1995",4,7.7770917325,1997,1997,4
"Microstomus pacificus","1995",4,7.7770917325,1998,1998,4
"Microstomus pacificus","1995",4,7.7770917325,1999,1999,4
"Microstomus pacificus","1995",5,0,1990,1990,5
"Microstomus pacificus","1995",5,0,1991,1991,5
"Microstomus pacificus","1995",5,0,1992,1992,5
"Microstomus pacificus","1995",5,0,1993,1993,5
"Microstomus pacificus","1995",5,0,1994,1994,5
"Microstomus pacificus","1995",5,0,1995,1995,5
"Microstomus pacificus","1995",5,0,1996,1996,5
"Microstomus pacificus","1995",5,0,1997,1997,5
"Microstomus pacificus","1995",5,0,1998,1998,5
"Microstomus pacificus","1995",5,0,1999,1999,5
"Microstomus pacificus","1995",6,0,1990,1990,6
"Microstomus pacificus","1995",6,0,1991,1991,6
"Microstomus pacificus","1995",6,0,1992,1992,6
"Microstomus pacificus","1995",6,0,1993,1993,6
"Microstomus pacificus","1995",6,0,1994,1994,6
"Microstomus pacificus","1995",6,0,1995,1995,6
"Microstomus pacificus","1995",6,0,1996,1996,6
"Microstomus pacificus","1995",6,0,1997,1997,6
"Microstomus pacificus","1995",6,0,1998,1998,6
"Microstomus pacificus","1995",6,0,1999,1999,6
"Microstomus pacificus","1995",7,4.1841673469,1990,1990,7
"Microstomus pacificus","1995",7,4.1841673469,1991,1991,7
"Microstomus pacificus","1995",7,4.1841673469,1992,1992,7
"Microstomus pacificus","1995",7,4.1841673469,1993,1993,7
"Microstomus pacificus","1995",7,4.1841673469,1994,1994,7
"Microstomus pacificus","1995",7,4.1841673469,1995,1995,7
"Microstomus pacificus","1995",7,4.1841673469,1996,1996,7
"Microstomus pacificus","1995",7,4.1841673469,1997,1997,7
"Microstomus pacificus","1995",7,4.1841673469,1998,1998,7
"Microstomus pacificus","1995",7,4.1841673469,1999,1999,7
"Microstomus pacificus","1995",8,5.2496271,1990,1990,8
"Microstomus pacificus","1995",8,5.2496271,1991,1991,8
"Microstomus pacificus","1995",8,5.2496271,1992,1992,8
"Microstomus pacificus","1995",8,5.2496271,1993,1993,8
"Microstomus pacificus","1995",8,5.2496271,1994,1994,8
"Microstomus pacificus","1995",8,5.2496271,1995,1995,8
"Microstomus pacificus","1995",8,5.2496271,1996,1996,8
"Microstomus pacificus","1995",8,5.2496271,1997,1997,8
"Microstomus pacificus","1995",8,5.2496271,1998,1998,8
"Microstomus pacificus","1995",8,5.2496271,1999,1999,8
"Microstomus pacificus","1995",9,0,1990,1990,9
"Microstomus pacificus","1995",9,0,1991,1991,9
"Microstomus pacificus","1995",9,0,1992,1992,9
"Microstomus pacificus","1995",9,0,1993,1993,9
"Microstomus pacificus","1995",9,0,1994,1994,9
"Microstomus pacificus","1995",9,0,1995,1995,9
"Microstomus pacificus","1995",9,0,1996,1996,9
"Microstomus pacificus","1995",9,0,1997,1997,9
"Microstomus pacificus","1995",9,0,1998,1998,9
"Microstomus pacificus","1995",9,0,1999,1999,9
"Microstomus pacificus","1995",10,2.9282411006,1990,1990,10
"Microstomus pacificus","1995",10,2.9282411006,1991,1991,10
"Microstomus pacificus","1995",10,2.9282411006,1992,1992,10
"Microstomus pacificus","1995",10,2.9282411006,1993,1993,10
"Microstomus pacificus","1995",10,2.9282411006,1994,1994,10
"Microstomus pacificus","1995",10,2.9282411006,1995,1995,10
"Microstomus pacificus","1995",10,2.9282411006,1996,1996,10
"Microstomus pacificus","1995",10,2.9282411006,1997,1997,10
"Microstomus pacificus","1995",10,2.9282411006,1998,1998,10
"Microstomus pacificus","1995",10,2.9282411006,1999,1999,10
"Microstomus pacificus","1995",11,0,1990,1990,11
"Microstomus pacificus","1995",11,0,1991,1991,11
"Microstomus pacificus","1995",11,0,1992,1992,11
"Microstomus pacificus","1995",11,0,1993,1993,11
"Microstomus pacificus","1995",11,0,1994,1994,11
"Microstomus pacificus","1995",11,0,1995,1995,11
"Microstomus pacificus","1995",11,0,1996,1996,11
"Microstomus pacificus","1995",11,0,1997,1997,11
"Microstomus pacificus","1995",11,0,1998,1998,11
"Microstomus pacificus","1995",11,0,1999,1999,11
"Microstomus pacificus","1995",12,0,1990,1990,12
"Microstomus pacificus","1995",12,0,1991,1991,12
"Microstomus pacificus","1995",12,0,1992,1992,12
"Microstomus pacificus","1995",12,0,1993,1993,12
"Microstomus pacificus","1995",12,0,1994,1994,12
"Microstomus pacificus","1995",12,0,1995,1995,12
"Microstomus pacificus","1995",12,0,1996,1996,12
"Microstomus pacificus","1995",12,0,1997,1997,12
"Microstomus pacificus","1995",12,0,1998,1998,12
"Microstomus pacificus","1995",12,0,1999,1999,12
"Microstomus pacificus","2005",1,3.108974359,2000,2000,1
"Microstomus pacificus","2005",1,3.108974359,2001,2001,1
"Microstomus pacificus","2005",1,3.108974359,2002,2002,1
"Microstomus pacificus","2005",1,3.108974359,2003,2003,1
"Microstomus pacificus","2005",1,3.108974359,2004,2004,1
"Microstomus pacificus","2005",1,3.108974359,2005,2005,1
"Microstomus pacificus","2005",1,3.108974359,2006,2006,1
"Microstomus pacificus","2005",1,3.108974359,2007,2007,1
"Microstomus pacificus","2005",1,3.108974359,2008,2008,1
"Microstomus pacificus","2005",1,3.108974359,2009,2009,1
"Microstomus pacificus","2005",2,0.448,2000,2000,2
"Microstomus pacificus","2005",2,0.448,2001,2001,2
"Microstomus pacificus","2005",2,0.448,2002,2002,2
"Microstomus pacificus","2005",2,0.448,2003,2003,2
"Microstomus pacificus","2005",2,0.448,2004,2004,2
"Microstomus pacificus","2005",2,0.448,2005,2005,2
"Microstomus pacificus","2005",2,0.448,2006,2006,2
"Microstomus pacificus","2005",2,0.448,2007,2007,2
"Microstomus pacificus","2005",2,0.448,2008,2008,2
"Microstomus pacificus","2005",2,0.448,2009,2009,2
"Microstomus pacificus","2005",3,0,2000,2000,3
"Microstomus pacificus","2005",3,0,2001,2001,3
"Microstomus pacificus","2005",3,0,2002,2002,3
"Microstomus pacificus","2005",3,0,2003,2003,3
"Microstomus pacificus","2005",3,0,2004,2004,3
"Microstomus pacificus","2005",3,0,2005,2005,3
"Microstomus pacificus","2005",3,0,2006,2006,3
"Microstomus pacificus","2005",3,0,2007,2007,3
"Microstomus pacificus","2005",3,0,2008,2008,3
"Microstomus pacificus","2005",3,0,2009,2009,3
"Microstomus pacificus","2005",4,6.9780481598,2000,2000,4
"Microstomus pacificus","2005",4,6.9780481598,2001,2001,4
"Microstomus pacificus","2005",4,6.9780481598,2002,2002,4
"Microstomus pacificus","2005",4,6.9780481598,2003,2003,4
